"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"FDJ53","OUT013",1950.21499751051
"FDX13","OUT049",4009.16190216634
"FDP58","OUT035",3646.80547215265
"NCK31","OUT019",-1029.19681143724
"FDA35","OUT018",1727.74179288582
"FDV37","OUT018",2889.3120897277
"NCO07","OUT027",4854.72606400709
"FDA20","OUT045",2910.04893012563
"FDZ59","OUT035",2867.04865358503
"NCY17","OUT017",817.300994548454
"FDQ28","OUT035",2652.10604113555
"FDV35","OUT017",2573.57046223554
"FDQ36","OUT013",621.708151109026
"FDD34","OUT018",2362.10594451064
"FDK51","OUT045",4072.39643267409
"FDV31","OUT035",2945.06857468389
"FDR04","OUT035",1691.8476763573
"FDR14","OUT049",1006.4761259213
"DRC36","OUT010",894.425212604491
"FDE39","OUT019",25.0504359771213
"FDP57","OUT049",1786.59066452274
"FDE57","OUT046",2310.39553896025
"NCN18","OUT046",1739.20931723553
"NCQ05","OUT018",2140.04780628855
"FDW47","OUT035",2055.09667320585
"FDV46","OUT035",2408.79859780177
"NCP29","OUT045",968.430953214601
"FDE09","OUT018",1514.98228787113
"NCU06","OUT027",5053.88807156327
"FDT19","OUT010",877.344776725534
"DRF15","OUT017",2547.63473592915
"DRI51","OUT013",2738.10215347869
"NCX54","OUT013",1675.37559910936
"DRE01","OUT013",3799.18879261296
"NCB07","OUT045",2981.32487463988
"FDU50","OUT035",2001.50682600241
"FDG40","OUT035",697.024314713513
"FDW10","OUT018",2532.41930200759
"FDX51","OUT013",3141.23326393143
"NCP17","OUT045",992.017137918419
"FDP21","OUT035",3180.53814438751
"FDL04","OUT045",1605.57993098957
"FDV23","OUT013",1977.4728775797
"FDF24","OUT046",1354.5525688624
"FDH56","OUT027",3324.65438809394
"FDB51","OUT049",1139.15560277129
"FDI58","OUT027",3031.89895263508
"FDR20","OUT013",881.584483584577
"FDC51","OUT018",1730.99386288765
"FDB16","OUT027",2835.60739968808
"FDE40","OUT049",1149.48687958271
"NCM17","OUT035",855.463946083962
"FDU56","OUT035",3100.55767406554
"FDS32","OUT019",451.423300034607
"FDX02","OUT049",3652.76629653536
"FDT39","OUT027",3959.7511542707
"FDE35","OUT017",1126.364986091
"NCI42","OUT019",1444.44355753851
"DRL23","OUT046",1693.04454900639
"FDA10","OUT046",1944.35970549332
"FDA11","OUT013",1570.20819385963
"NCM06","OUT046",2458.26612362992
"NCT05","OUT035",4166.62665505628
"NCQ02","OUT010",1021.07776674232
"NCY06","OUT049",2127.24828587465
"FDY56","OUT035",3764.48432696184
"FDL02","OUT035",1851.05745999952
"NCI06","OUT035",2953.23024438631
"FDQ14","OUT045",2348.6545504444
"FDQ12","OUT017",3723.43841019312
"FDP36","OUT046",850.169386754984
"FDK21","OUT027",5409.16591939993
"FDO40","OUT045",2324.86118337175
"NCK54","OUT019",-39.3932420637814
"FDY09","OUT018",2559.57339150124
"NCW30","OUT049",4150.0748922191
"NCC55","OUT027",2011.41430415677
"FDE58","OUT018",1612.27136718781
"FDR39","OUT013",2945.67012010947
"FDU28","OUT049",3091.7487398917
"FDH08","OUT017",3738.97597721533
"FDG35","OUT045",2793.6381817658
"FDG22","OUT049",727.424344832122
"FDC34","OUT035",2697.7907769513
"FDP15","OUT018",3704.9856594934
"FDK34","OUT010",1876.49594195881
"FDU45","OUT035",2054.24688799117
"FDQ04","OUT027",2099.10419593135
"FDX22","OUT018",3140.81172706402
"FDB45","OUT017",1788.12698665807
"NCH43","OUT027",4874.7688385057
"DRE60","OUT046",3526.96319297982
"FDD17","OUT027",5182.03093573475
"NCM54","OUT017",2099.29774381412
"NCH55","OUT013",2032.72992874011
"NCT06","OUT017",2722.62113071772
"FDA48","OUT027",4956.35996239844
"FDY58","OUT027",5084.05484119027
"FDO25","OUT045",3289.95450813911
"FDN50","OUT045",1504.15763942584
"FDH35","OUT035",2799.27464537631
"FDK09","OUT045",3542.11420092305
"FDO16","OUT013",1364.32342643029
"FDW11","OUT045",1007.13213814465
"FDU47","OUT027",3754.47281575317
"NCQ42","OUT010",103.400289075248
"FDK55","OUT027",2886.19038031389
"FDN08","OUT049",2003.15863011183
"FDT57","OUT045",3703.73366091907
"FDJ12","OUT018",3089.1661526919
"DRL59","OUT017",980.019891951773
"NCN53","OUT046",560.321958546709
"FDO51","OUT010",-1143.56883872084
"FDK56","OUT017",3084.17797379526
"FDY12","OUT035",1048.96655958657
"FDU15","OUT035",780.396084461121
"FDQ19","OUT046",3888.00369901913
"DRF15","OUT045",2403.35194847837
"DRE25","OUT019",-439.809554682985
"FDK57","OUT018",1634.01942351406
"FDD33","OUT010",1742.16259985194
"FDR34","OUT027",5136.42481341283
"FDU04","OUT045",1874.55235819814
"FDE35","OUT019",-817.796848193448
"NCD31","OUT035",2732.87720019219
"FDJ56","OUT035",1738.72576547791
"NCU53","OUT046",2625.44480556584
"FDD39","OUT035",3563.95330162987
"NCU17","OUT019",-267.14360321697
"FDJ20","OUT046",2010.47503563651
"NCW41","OUT018",2243.13877609079
"FDL52","OUT035",811.21411673446
"FDS39","OUT035",2439.327757048
"DRJ47","OUT045",2693.72264231279
"FDP13","OUT010",-1239.05598946512
"DRK39","OUT010",-605.272481489118
"FDF28","OUT010",137.066262232957
"FDB09","OUT045",1943.1451370536
"FDM51","OUT046",1649.59903301567
"DRM49","OUT018",486.910314842467
"DRF23","OUT013",2809.34206131828
"DRH01","OUT035",2876.94958704862
"FDH12","OUT027",3159.0501630917
"FDA28","OUT019",128.759302367148
"FDW37","OUT018",1161.40282388258
"FDF02","OUT046",1653.81680625067
"DRL37","OUT046",711.308547974886
"NCF43","OUT046",2267.57048343376
"FDH08","OUT010",1725.3138081487
"FDR34","OUT019",1801.66752867513
"NCK19","OUT049",3153.42223061251
"NCD55","OUT018",410.484848554817
"FDT27","OUT049",3825.16685887836
"FDQ57","OUT045",2328.79475123037
"FDA47","OUT035",2776.18150314583
"DRG15","OUT027",2497.29571180826
"FDE05","OUT018",2126.13811021571
"FDN46","OUT046",1653.34772159592
"FDX27","OUT027",2964.74345096717
"FDT51","OUT045",1746.69862957983
"FDU33","OUT013",818.285888314684
"FDJ16","OUT027",2441.88228843188
"FDD20","OUT019",77.74535707305
"FDT36","OUT049",621.616944182047
"DRF15","OUT027",3895.50996260024
"FDN52","OUT010",-485.434676000546
"FDC22","OUT027",4512.92161742725
"FDX15","OUT045",2484.21142438547
"FDT13","OUT013",3002.3007484009
"FDU04","OUT017",2045.38262612253
"FDU31","OUT019",1612.3957728905
"FDW59","OUT027",2828.92750843082
"NCO29","OUT046",2636.12713323193
"FDL15","OUT035",2598.37217609793
"FDI41","OUT049",2490.31541781317
"FDQ48","OUT049",1729.91210744642
"DRI39","OUT013",946.450696097349
"FDI08","OUT013",4020.60018766637
"FDC21","OUT049",1917.57592864801
"FDF58","OUT035",1224.67841635842
"FDS08","OUT010",927.980970283676
"FDE47","OUT045",1911.11877129007
"NCP18","OUT019",536.251178911494
"NCR41","OUT013",1581.85251953304
"FDA27","OUT013",4056.70122676302
"FDA43","OUT035",3220.71363297254
"FDA49","OUT045",1322.07638517707
"NCE55","OUT018",2515.31150890638
"DRM49","OUT027",2227.74782457182
"FDF22","OUT027",4880.78905615398
"FDQ15","OUT018",1038.41936400537
"NCS54","OUT017",2871.46180443623
"NCY05","OUT013",610.406670796742
"FDR45","OUT046",3797.38992038532
"FDK57","OUT049",2039.36112836156
"FDF41","OUT010",1954.22271171049
"FDV21","OUT046",1989.49509591296
"FDD51","OUT046",739.394598336129
"FDF33","OUT046",1759.37771892649
"FDA38","OUT046",3764.19103660531
"FDR56","OUT045",3067.61832810334
"NCN41","OUT017",2029.89000496661
"FDC60","OUT027",2893.32717431827
"FDB47","OUT045",3269.51002659943
"DRH01","OUT013",2804.87040726852
"FDW08","OUT046",1677.71480555088
"FDF38","OUT027",2141.36076262554
"FDY32","OUT017",2714.12410900945
"FDG34","OUT049",1911.07494134204
"FDG47","OUT019",2188.31395590153
"NCF18","OUT035",3110.28558284214
"FDL39","OUT019",1012.14149478234
"NCH55","OUT035",2122.87055879379
"DRJ35","OUT049",1117.10431135596
"FDS44","OUT035",3946.26007313369
"DRE01","OUT018",3484.48722579698
"FDY39","OUT013",2994.50996555612
"FDY32","OUT018",2318.2379969914
"FDR33","OUT027",3249.73882391387
"NCP50","OUT049",1395.55257540618
"FDZ47","OUT018",1342.99326001592
"FDU57","OUT049",2601.20252828204
"FDY44","OUT013",3163.43777703879
"DRH59","OUT018",897.55898307782
"FDB03","OUT027",5251.46728309
"FDY46","OUT045",2907.92768140223
"FDM39","OUT045",2748.93057550362
"FDY36","OUT035",1356.64494549467
"NCM55","OUT035",3050.53998294185
"FDJ50","OUT010",-1017.74838596506
"DRL60","OUT013",2459.82749065502
"NCJ54","OUT049",3738.97291844993
"FDX59","OUT017",644.792796306893
"FDI07","OUT013",3209.12002230877
"DRF51","OUT010",-1316.21552032472
"FDM14","OUT017",1868.73526608068
"FDP21","OUT045",2970.53939926985
"FDE40","OUT035",1239.00598955693
"FDE05","OUT035",2565.78307537578
"FDM13","OUT027",3552.68829482672
"FDC34","OUT027",4003.75448324257
"NCI55","OUT018",1661.17471752545
"NCE43","OUT018",2382.16041289691
"FDW58","OUT018",1464.77724030921
"FDG60","OUT045",3635.43147689996
"FDV31","OUT017",2914.59247396846
"FDR47","OUT013",3086.91097765373
"FDM60","OUT019",-1186.98515247924
"NCF06","OUT018",3743.81112881137
"NCN26","OUT027",3296.22042746712
"FDQ59","OUT049",1513.4831899242
"FDF09","OUT046",621.503059914643
"NCS06","OUT017",4209.48823405343
"FDT44","OUT046",1887.55071261881
"FDI19","OUT017",3941.59262369664
"FDT22","OUT017",1120.07740731699
"NCF54","OUT027",4149.73973099726
"DRG25","OUT045",2873.63123564832
"FDB59","OUT017",3237.6765718558
"FDQ37","OUT017",3164.01027677468
"FDP56","OUT035",966.30511881664
"FDW44","OUT035",2947.27551254773
"FDJ26","OUT010",1541.40835481987
"FDU43","OUT018",3525.45274042107
"FDW33","OUT045",1618.77289053523
"NCX53","OUT027",3766.00612194466
"FDN56","OUT010",486.68189370622
"DRF15","OUT049",2542.65965976761
"FDO33","OUT017",1940.0959624119
"FDZ39","OUT010",-202.221308482083
"NCJ19","OUT017",1011.62132627194
"FDU01","OUT035",3123.52242387208
"FDT12","OUT035",3743.13191927746
"NCM18","OUT018",738.030813559655
"FDP19","OUT017",2141.77445420251
"NCR42","OUT049",601.211275765809
"FDN10","OUT046",1910.07800142058
"FDG44","OUT017",1032.66708036038
"FDQ10","OUT046",2757.80948468278
"DRH13","OUT049",1783.67756108862
"FDT52","OUT013",3926.21028028157
"FDM56","OUT045",1715.69684680806
"NCO43","OUT010",-300.245585984048
"NCV29","OUT035",2958.35925023424
"NCF06","OUT013",4075.13964144213
"FDO50","OUT035",1607.94551722365
"FDT59","OUT013",3673.12441082284
"FDX40","OUT027",2038.72201006594
"FDE50","OUT017",3105.84346744838
"FDX51","OUT017",3253.75162740346
"NCD30","OUT018",1283.81645163913
"FDK15","OUT013",1631.19308463776
"FDL12","OUT045",994.082286041349
"FDK46","OUT017",4174.30858762405
"DRH49","OUT010",-621.292502740121
"FDQ57","OUT046",2396.4659879262
"FDY59","OUT017",1610.46168263291
"FDO09","OUT018",3851.60237524921
"NCG30","OUT035",2113.57120252568
"FDM09","OUT017",2849.298175405
"NCN17","OUT027",3057.92900270857
"NCS42","OUT013",1445.15470888868
"FDD02","OUT019",-32.9993969704782
"FDE34","OUT013",2929.56959956466
"FDU38","OUT045",2964.43596624033
"FDB33","OUT046",2556.85940755011
"NCJ29","OUT017",1491.35103142978
"FDZ27","OUT035",956.987537803753
"FDI40","OUT013",1658.4850112388
"FDG22","OUT013",710.775574506728
"FDT51","OUT017",1923.66821844286
"FDF20","OUT018",2871.97921421815
"FDV50","OUT035",2072.62874709715
"FDT02","OUT049",689.0256934629
"DRC49","OUT017",2430.74076295298
"FDF26","OUT049",2590.93058878679
"FDV52","OUT035",2063.07964704464
"FDX59","OUT049",665.138526236038
"FDV25","OUT035",3673.00226987398
"FDW23","OUT027",2078.02942604631
"FDE53","OUT018",1454.95312795862
"FDA19","OUT017",2185.35129555798
"FDH22","OUT046",2004.02290742438
"NCO41","OUT013",1597.31723032673
"FDX12","OUT017",3951.2546954187
"FDF17","OUT013",3137.80796486211
"FDS11","OUT045",3500.16252328662
"FDR51","OUT035",2579.46096008624
"FDT49","OUT010",-248.856632521786
"FDC56","OUT013",1949.6130547285
"FDR13","OUT027",3356.61722008523
"FDQ60","OUT035",2093.59127487389
"FDN38","OUT049",4034.68477688573
"NCL29","OUT013",2542.27987196432
"FDO13","OUT027",4072.86945488609
"FDE26","OUT018",2046.12441908849
"FDA31","OUT010",833.764128868201
"FDX14","OUT035",1346.86341907
"FDA34","OUT045",2730.19585119315
"FDF26","OUT013",2541.37323715354
"FDE38","OUT045",2598.04630174226
"DRI11","OUT046",1808.87164388666
"FDQ60","OUT027",3370.54326640713
"FDL21","OUT027",2165.786037248
"DRC12","OUT027",4475.9890352393
"FDC47","OUT046",3613.12914179467
"FDE57","OUT045",2223.33743583453
"FDT14","OUT045",1872.5802212483
"NCZ53","OUT046",2993.18712775031
"FDE28","OUT018",3390.80729994954
"FDR19","OUT035",2514.20085741003
"NCF54","OUT019",840.795857269543
"FDZ08","OUT046",1351.14428842187
"NCJ05","OUT018",2196.50092990869
"FDF59","OUT046",2033.43517809008
"NCO05","OUT035",1744.59734658479
"FDW24","OUT018",559.608078806094
"NCX42","OUT018",2364.51555667015
"NCA53","OUT035",950.209768035949
"FDI45","OUT019",936.222904433372
"FDG46","OUT046",1868.16281084773
"FDM20","OUT010",1930.80843379918
"FDW11","OUT010",-877.124157925736
"FDX08","OUT035",3015.7200501871
"NCK17","OUT035",806.694406314334
"FDK32","OUT018",2226.35545766136
"NCA42","OUT035",2681.56902102354
"DRI01","OUT035",2862.71218931617
"NCL55","OUT049",4060.46265833969
"DRE25","OUT018",1225.38287020058
"FDD14","OUT017",2990.12564007861
"FDB10","OUT046",3731.51834554222
"DRN11","OUT035",2457.2926061639
"FDP38","OUT018",585.55928079421
"NCA30","OUT017",3044.34228549004
"FDT15","OUT017",3072.56116968236
"NCP55","OUT018",684.907507474901
"FDF12","OUT035",2536.65368326746
"FDM21","OUT018",3746.85367519449
"FDX56","OUT035",3493.63892706226
"FDF10","OUT017",2492.36666138217
"FDT32","OUT045",2985.17842369628
"FDM51","OUT018",1393.30406517319
"NCR50","OUT018",2191.087138057
"FDI19","OUT049",3909.80741371734
"FDX21","OUT017",1840.0162357161
"FDR31","OUT035",2553.95130036019
"FDY02","OUT013",4141.24346018566
"NCA29","OUT045",2631.89729487137
"NCX17","OUT046",3638.86855628842
"FDM12","OUT045",2978.65825519448
"FDI53","OUT027",4048.46670380871
"NCU30","OUT049",2701.90764216963
"FDC56","OUT027",3380.52071377017
"FDK27","OUT018",1690.93692262362
"NCK18","OUT017",2748.03294646918
"FDB52","OUT019",2131.49465447218
"DRG25","OUT027",4426.98373677153
"FDZ13","OUT049",992.865126322344
"FDB57","OUT019",1717.51999459089
"FDR40","OUT046",1380.6428782236
"NCO14","OUT019",-1175.33761429924
"NCN19","OUT045",2943.18818034173
"FDQ28","OUT019",632.819389597249
"FDO13","OUT018",2358.34113149237
"FDK48","OUT013",1277.04050177054
"FDU07","OUT018",2196.47329689939
"FDW20","OUT046",1987.6642380265
"FDV12","OUT010",-293.708871277268
"FDH24","OUT013",2580.85837378181
"FDV59","OUT049",3536.50314180515
"FDK57","OUT045",1856.7381629505
"FDL16","OUT027",2186.61647770746
"NCQ17","OUT046",2475.43473300546
"FDJ15","OUT018",2703.90344990448
"FDX24","OUT049",1609.77628550445
"FDT47","OUT046",1592.69233539539
"FDT10","OUT049",1182.17964374679
"FDZ37","OUT018",1184.12091661156
"FDW43","OUT027",5147.24569094108
"DRN36","OUT017",1628.61120149788
"FDJ14","OUT045",1270.15629130676
"FDA32","OUT013",3513.60566447696
"FDJ38","OUT019",1150.06660267519
"FDQ57","OUT017",2499.07784566348
"NCQ41","OUT019",1158.19676663125
"FDG56","OUT049",1164.71300552687
"DRC13","OUT027",3459.14579778234
"FDV55","OUT035",2499.48768393793
"FDQ49","OUT045",2502.17918304883
"FDE29","OUT010",-924.986670781657
"FDR03","OUT013",3375.86173278709
"FDD45","OUT049",1594.67584887344
"FDN38","OUT010",2028.52127929605
"FDT56","OUT046",1027.22494170804
"FDT48","OUT045",3081.43677553424
"FDU03","OUT049",2999.44947179138
"FDC56","OUT010",-28.2070240913947
"NCO43","OUT027",3032.54363738808
"FDQ27","OUT017",1775.67297518336
"FDR03","OUT046",3347.56678142087
"DRH23","OUT010",-1053.69029673914
"FDG22","OUT045",616.328221747096
"NCJ42","OUT013",1676.34800406046
"FDR24","OUT046",1496.6666382436
"FDW60","OUT035",2996.71447707158
"FDJ08","OUT013",3040.50737132058
"DRL59","OUT018",600.226436608697
"FDG60","OUT010",1758.28756335383
"FDW27","OUT017",2630.85033121351
"FDX14","OUT018",955.915414613006
"FDC20","OUT013",1000.19657591272
"NCS29","OUT018",3821.10111209171
"FDJ56","OUT046",1601.24341657506
"FDB20","OUT019",-646.373723927093
"FDL28","OUT027",5110.63963570678
"FDW01","OUT018",2168.5202782313
"FDL03","OUT046",3158.98110746263
"FDX22","OUT049",3505.57804158214
"FDJ21","OUT035",2545.92903786603
"FDR31","OUT045",2375.19003854775
"FDG21","OUT035",2606.1430190476
"FDS22","OUT027",2222.90952212645
"FDK08","OUT035",1782.41964023963
"FDE17","OUT018",2211.95121252426
"NCN30","OUT017",1622.95698407374
"FDT50","OUT046",1589.3660168633
"NCX42","OUT049",2701.24866605202
"FDJ12","OUT035",3513.80652530901
"NCA18","OUT027",3295.43677629449
"FDP23","OUT019",1562.75600490147
"FDX12","OUT013",3880.69471700075
"FDN40","OUT018",2178.87382739694
"FDV48","OUT035",1438.33143733345
"NCY54","OUT013",2719.72118401028
"FDL16","OUT010",-1186.34396109832
"FDR45","OUT018",3526.41652494816
"FDJ52","OUT046",2592.34291052992
"DRG01","OUT017",1334.90459869174
"FDP52","OUT013",3726.17617675084
"FDU58","OUT017",3121.95482414188
"FDL02","OUT045",1653.66286164238
"FDG28","OUT013",3913.12862813544
"FDA19","OUT035",2206.33909306048
"FDW46","OUT027",2627.77014215008
"NCD43","OUT049",1731.86241728806
"DRG39","OUT013",892.169454061896
"NCF55","OUT049",652.872040975143
"FDJ07","OUT046",1889.23218573361
"FDE08","OUT046",2439.03305012275
"FDP56","OUT019",-1048.63012927575
"FDT45","OUT045",845.106870298844
"FDF17","OUT018",2802.97002702202
"FDX44","OUT046",1429.32952854818
"FDM28","OUT027",4309.98902427465
"FDI36","OUT049",3255.81104837821
"FDS07","OUT045",1777.83856261978
"FDD36","OUT045",1817.13365312516
"FDW11","OUT046",1021.97443788301
"FDN40","OUT049",2577.32352358817
"NCQ18","OUT049",1622.68620246684
"NCQ54","OUT017",2748.55896454472
"NCS42","OUT045",1370.48006926993
"DRH39","OUT010",-726.806447470139
"FDC09","OUT027",3176.73569227857
"FDT08","OUT010",531.986091873763
"FDC08","OUT035",3764.42735966012
"FDT20","OUT017",731.806382394293
"FDS35","OUT035",1212.65285173806
"FDX58","OUT018",2634.95966190665
"FDW58","OUT046",1724.37454775659
"DRD27","OUT046",1586.94431730968
"FDH32","OUT019",-326.732923382256
"FDS26","OUT035",4233.84850486205
"FDQ31","OUT046",1455.38451668956
"FDP11","OUT018",3209.69134908734
"FDD58","OUT017",1714.61078013729
"FDM33","OUT045",3414.46130122927
"FDZ16","OUT049",3203.74404269677
"NCS29","OUT010",2191.09818540475
"NCM18","OUT019",-926.215861379125
"FDP11","OUT049",3581.62627072709
"NCC42","OUT017",2385.5345152324
"DRM23","OUT046",2726.29763031264
"NCN55","OUT027",5207.77416318701
"FDK46","OUT013",4083.85781324352
"FDR01","OUT046",3172.96167036536
"NCA05","OUT045",2349.69449707736
"NCP43","OUT017",2927.8606689062
"FDR12","OUT010",851.903197439212
"FDQ01","OUT013",4062.20485489163
"FDM13","OUT046",2079.02877249077
"FDQ19","OUT017",3992.60768899123
"FDK56","OUT019",1034.766123354
"NCX06","OUT010",966.47961138434
"FDO56","OUT027",3405.78064509806
"FDU45","OUT045",1793.80855297726
"FDI16","OUT019",-961.13851124512
"FDL32","OUT046",1850.3134813291
"FDA07","OUT046",2029.73164088627
"FDA14","OUT045",2304.51532014968
"FDV46","OUT027",3745.98945751163
"NCO07","OUT035",3537.51127090402
"NCP41","OUT046",1692.14481132734
"FDY60","OUT018",2072.52416503372
"FDN38","OUT017",4073.40618073417
"FDO15","OUT046",1252.71473891649
"FDT60","OUT013",1975.57354461456
"FDA55","OUT035",3761.46147302363
"FDE02","OUT010",-418.250868246241
"DRJ39","OUT049",3599.46202524868
"FDV34","OUT035",1409.77777358163
"FDS20","OUT027",4388.35680618037
"FDF02","OUT027",3089.44839977301
"FDW40","OUT017",2456.81221379044
"NCB43","OUT046",2921.5080666822
"FDR58","OUT017",1582.55443053369
"DRJ59","OUT035",800.920049174159
"NCD30","OUT017",1669.87679711698
"FDE14","OUT017",1721.9022131131
"FDC28","OUT018",1453.21931442199
"FDU16","OUT018",1120.48487498731
"NCD19","OUT035",1070.09080779464
"FDU21","OUT046",635.020228517183
"FDV59","OUT027",4907.87263655712
"FDU03","OUT045",2853.1340528422
"FDC33","OUT010",1273.47376629204
"NCR42","OUT035",682.781041725756
"DRH59","OUT035",1340.91781527705
"NCM31","OUT035",2435.61263040959
"FDS50","OUT035",3671.35483893224
"FDP39","OUT046",877.5781299409
"FDQ55","OUT013",1962.32931969465
"FDV36","OUT019",91.6988685394581
"FDI05","OUT027",2711.32712125053
"FDS45","OUT027",3230.7713237634
"FDA39","OUT045",572.707484392062
"FDC37","OUT010",-176.625021064573
"FDJ60","OUT027",4152.18183940516
"DRQ35","OUT046",1946.85913669983
"NCJ06","OUT046",1889.21083552991
"NCY42","OUT018",2045.42442286772
"DRM37","OUT049",3172.11224801233
"FDR14","OUT045",777.735032356744
"FDE51","OUT049",861.691316041622
"FDT33","OUT017",2830.66990858371
"FDR08","OUT013",1852.19461933374
"FDE36","OUT010",740.11063065903
"FDL22","OUT019",-428.726513315813
"FDR44","OUT013",2167.09330302405
"FDI56","OUT019",-461.354852549817
"FDE47","OUT010",115.487243672107
"FDV27","OUT010",-436.094258647071
"FDV10","OUT049",843.235229129771
"FDC40","OUT045",1227.91335932576
"NCX41","OUT013",3393.88711411859
"NCQ38","OUT027",3129.4434745152
"FDV12","OUT027",3103.54611022683
"FDE52","OUT017",1565.23959355695
"FDG20","OUT027",4307.18427316557
"FDV16","OUT027",2035.19461687881
"FDI32","OUT017",1921.39593769188
"FDJ32","OUT049",1157.09294526729
"FDN39","OUT018",2471.14897697202
"FDY34","OUT017",2845.72504039791
"FDC14","OUT035",871.65799934862
"FDA55","OUT017",3726.54524334237
"FDZ50","OUT010",999.947436233709
"DRG13","OUT049",2734.90716808524
"FDP01","OUT013",2535.44338095479
"NCG54","OUT017",2823.36839613091
"FDM13","OUT045",2021.89293024351
"NCO18","OUT027",4270.10057508707
"NCW41","OUT013",2543.28623027472
"FDM52","OUT027",3849.06436451894
"NCF55","OUT035",688.45301997641
"FDT09","OUT046",2153.67627563621
"NCM19","OUT035",1903.98052743887
"FDW12","OUT018",2144.92442828214
"FDP15","OUT019",2094.2853329003
"FDK36","OUT045",752.656628582111
"FDZ25","OUT035",2932.35218605935
"NCW06","OUT049",3123.0578215259
"FDW60","OUT046",2887.83025080199
"DRC49","OUT013",2367.43979748141
"NCT17","OUT035",3132.9867700931
"NCN06","OUT018",2319.25052146825
"FDC45","OUT013",2755.96442044071
"DRJ47","OUT019",825.373297013379
"NCF06","OUT045",3952.66691222285
"FDE21","OUT010",-21.1565610860224
"DRG27","OUT013",677.058636368191
"FDW40","OUT049",2425.1054232507
"NCO53","OUT046",2893.84831731805
"FDE23","OUT049",899.059089786859
"FDQ16","OUT046",1743.09834071945
"FDS26","OUT045",3980.3332215483
"FDZ13","OUT010",-1103.57938283312
"FDS14","OUT049",2609.02270487543
"FDC10","OUT045",1882.83720748056
"FDY16","OUT049",3066.07981147379
"FDJ20","OUT035",2192.09769649812
"FDV43","OUT035",862.735522820994
"FDZ32","OUT027",3209.2190840926
"FDR23","OUT046",2777.5642554254
"FDN24","OUT035",1021.53933957867
"FDE34","OUT027",4358.42113180936
"FDU31","OUT013",3566.94185681137
"FDW33","OUT018",1448.49138408846
"FDU26","OUT046",1914.87287141034
"FDE20","OUT027",4229.75123806539
"NCW05","OUT035",1809.4587751487
"FDB22","OUT018",2175.37960926276
"FDO56","OUT046",1914.95301184413
"FDA19","OUT027",3527.2780794544
"DRI39","OUT045",853.277539127727
"FDH52","OUT018",784.626331623382
"FDZ50","OUT035",3078.58980178066
"NCN42","OUT035",2507.46528348992
"FDB53","OUT013",2412.32175639004
"DRG11","OUT017",1832.9783903541
"DRK11","OUT027",3853.65233197151
"FDQ60","OUT017",2081.83656987562
"FDT36","OUT017",637.617972923811
"DRG25","OUT018",2658.95322478587
"DRJ23","OUT046",3003.49001784432
"FDG05","OUT035",2721.24105188248
"NCK06","OUT018",1636.78940062388
"FDU52","OUT017",2589.61798071899
"FDW07","OUT018",1178.39776112999
"NCM17","OUT045",662.530477648741
"FDA22","OUT045",2634.6342431803
"NCA41","OUT018",2780.88829395716
"FDF38","OUT035",881.804140354737
"FDH52","OUT046",1095.30820712958
"FDY58","OUT019",1707.12931579024
"FDZ16","OUT045",3034.98159011035
"NCM18","OUT017",1112.70729973598
"FDA22","OUT018",2399.39664112464
"NCJ43","OUT035",2928.45964212006
"FDI34","OUT027",5149.86451239025
"FDG56","OUT046",1086.77220985183
"FDS34","OUT046",1899.85800395887
"DRC01","OUT035",1030.01587373189
"FDQ04","OUT035",785.781470430747
"FDK04","OUT035",1124.30603007496
"FDT51","OUT049",1906.40643860693
"FDV26","OUT017",3233.50947651554
"FDS04","OUT049",2410.55463074952
"FDW43","OUT018",3402.67298481495
"FDQ28","OUT010",602.229931834673
"NCK06","OUT017",2016.587370551
"FDS23","OUT018",1768.32788305605
"FDZ36","OUT019",1108.34454176395
"FDE56","OUT018",811.484760554324
"FDW10","OUT027",4249.29709332259
"NCN14","OUT045",2851.95091277149
"NCQ18","OUT045",1464.64413474022
"FDW08","OUT017",1809.5444379184
"FDU43","OUT035",3933.12045660385
"FDR33","OUT010",-159.25675623086
"FDM24","OUT010",546.443014807626
"NCZ05","OUT046",1636.68923637855
"NCV41","OUT035",1938.55458367485
"FDV11","OUT018",2527.69851094088
"NCY05","OUT035",734.557031499055
"FDV44","OUT018",2768.99147169694
"FDW32","OUT049",1503.24109559598
"NCU18","OUT027",3738.68044262819
"NCC43","OUT035",4050.57076614598
"FDW19","OUT013",1867.12867136299
"FDN31","OUT035",3184.00028352543
"FDI48","OUT045",823.59342604592
"FDS24","OUT017",1589.90099347017
"FDF46","OUT049",1944.54473773302
"DRG23","OUT017",2535.08249214499
"FDG14","OUT018",2200.50078745054
"NCY30","OUT049",2926.08775255534
"FDO28","OUT018",1665.72735795217
"DRD24","OUT035",2447.85648667205
"FDI33","OUT049",1564.35560287847
"FDN32","OUT046",2966.1677180054
"FDR16","OUT045",3360.59334975894
"FDF26","OUT046",2517.84038232862
"NCN29","OUT018",541.83486345939
"FDE20","OUT045",2695.01488106615
"FDA46","OUT046",3043.11052681762
"FDU28","OUT045",2941.74223612286
"FDQ48","OUT045",1574.02011530622
"FDV36","OUT013",2073.52673283688
"FDR14","OUT018",584.258759709378
"FDP23","OUT017",3555.70923963245
"FDP56","OUT013",908.497026893114
"FDK48","OUT010",-688.534851900458
"FDR48","OUT046",2441.65363856528
